Token.ID	Corpus	Text.ID	Genre	Comments	Type	Semantic.Relation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy	Possessum.Animacy	Possessor.Givenness	Possessor.Word.Count	Possessum.Word.Count	Possessor.Syl.Count	Possessum.Syl.Count	Prior.Genitive	Possessor.Animacy.Bin	Possessum.Animacy.Bin	Semantic.Relation.Bin	TypeTokenRatio	PossessorFreq	PossessumFreq	PossessorTextFreq	PossessumTextFreq	PossessorLogTFreq	PossessumLogTFreq	Prior.Genitive.Bin	Genre.Bin
2097	Frown	J59	Learned		s	OTH	the artist's life	A chronology of the artist 's life written by Piper and published in the catalog for her recent retrospective exhibition includes the following note : `` This chronology was created solely by Adrian Piper and is presented as part of her artistic work . ''	the artist	artist	CommonN	N	life	life	human	inanimate abstract	g	2	2	2	1	of	Anim	Inanim	N	73	9	2	0.0045	0.001	-2.346787486	-3	N	Non-press
2098	Frown	J59	Learned		of	OTH	narcissistic evocations of the self	Rather than narcissistic evocations of the self or acts of romanticized self&rehy;expression , autobiography serves a crucial &oelig;uvre .	the self	self	CommonN	N	narcissistic evocations	evocations	inanimate abstract	inanimate abstract	n	2	2	2	2	s	Inanim	Inanim	N	75	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Non-press
2100	Frown	J59	Learned		of	OTH	the master narratives of culture	Indeed , who constructs the master narratives of culture ?	culture	culture	CommonN	N	the master narratives	narratives	inanimate abstract	inanimate abstract	n	1	1	1	3	of	Inanim	Inanim	N	75	9	6	0.0045	0.003	-2.346787486	-2.522878745	N	Non-press
2101	Frown	J59	Learned		of	OTH	the patrons of academia	Who are the patrons of academia , the publishers , the financiers of industrial society ?	academia	academia	CommonN	N	the patrons	patrons	inanimate abstract	human	n	1	1	1	2	of	Inanim	Anim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2102	Frown	J59	Learned		of	OTH	the financiers of industrial society	Who are the patrons of academia , the publishers , the financiers of industrial society ?	industrial society	society	CommonN	N	the financiers	financiers	collective human	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	76	5	1	0.0025	0.0005	-2.602059991	-3.301029996	N	Non-press
2103	Frown	J59	Learned		of	OTH	the narratives of history	Marginalized peoples , of course , are generally excluded from defining their own role in the narratives of history .	history	history	CommonN	N	the narratives	narratives	inanimate abstract	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	77	3	6	0.0015	0.003	-2.823908741	-2.522878745	N	Non-press
2104	Frown	J59	Learned		s	OTH	women's different experiences	Here exoticism marks a universality which systematically negates the very raison d'&ering;tre of women 's different experiences , strategies and actions . ''	women	women	CommonN	N	different experiences	experiences	human	inanimate abstract	g	1	1	1	2	of	Anim	Inanim	N	84	10	1	0.005	0.0005	-2.301029996	-3.301029996	N	Non-press
2106	Frown	J59	Learned		of	OTH	the personal narratives of the past	The fear and uncenteredness associated with psychic and physical oppression can often be overcome or helped by reconnecting with the personal narratives of the past .	the past	past	CommonN	N	the personal narratives	narratives	time	inanimate abstract	n	2	2	2	3	of	Inanim	Inanim	N	80	2	6	0.001	0.003	-3	-2.522878745	N	Non-press
2107	Frown	J59	Learned		of	PRT	the bits and pieces of my heart	Remembering can be part of a cycle of reunion , observes Bell Hooks , `` a joining of fragments , the bits and pieces of my heart that the -LSB- autobiographical -RSB- narrative made whole again . ''	my heart	heart	CommonN	N	the bits and pieces	bits	body part	inanimate concrete	n	2	2	2	4	of	Inanim	Inanim	Y	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2108	Frown	J59	Learned		s	OTH	Piper's project	Although Piper 's project is directed at a cultural community that is mostly privileged , she reconstructs the ideological role of the artist in a way that directs her audience to join her in the struggle against racism and sexism .	Piper	Piper	ProperN	N	project	project	human	inanimate abstract	n	1	1	1	1	of	Anim	Inanim	N	72	28	2	0.014	0.001	-1.853871964	-3	N	Non-press
2109	Frown	J59	Learned		of	OTH	the ideological role of the artist	Although Piper 's project is directed at a cultural community that is mostly privileged , she reconstructs the ideological role of the artist in a way that directs her audience to join her in the struggle against racism and sexism .	the artist	artist	CommonN	N	the ideological role	role	human	inanimate abstract	n	2	2	2	3	s	Anim	Inanim	N	70	9	4	0.0045	0.002	-2.346787486	-2.698970004	Y	Non-press
2110	Frown	J59	Learned		of	OTH	the painful reality of their own racism	Indeed , she is always polite in her address , always conscious of the psychological threshold of complacent viewers who would rather look at art than confront the painful reality of their own racism .	their own racism	racism	CommonN	N	the painful reality	reality	inanimate abstract	inanimate abstract	n	3	3	3	3	of	Inanim	Inanim	N	76	5	3	0.0025	0.0015	-2.602059991	-2.823908741	N	Non-press
2111	Frown	J59	Learned		of	OTH	the psychological threshold of complacent viewers	Indeed , she is always polite in her address , always conscious of the psychological threshold of complacent viewers who would rather look at art than confront the painful reality of their own racism .	complacent viewers	viewers	CommonN	Y	the psychological threshold	threshold	human	inanimate abstract	n	2	2	2	3	of	Anim	Inanim	N	75	2	1	0.001	0.0005	-3	-3.301029996	N	Non-press
2112	Frown	J59	Learned		of	OTH	the norms of etiquette	`` I ca n't bear the thought of violating the norms of etiquette , '' Piper has said .	etiquette	etiquette	CommonN	N	the norms	norms	inanimate abstract	inanimate abstract	n	1	1	1	2	of	Inanim	Inanim	N	81	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
2113	Frown	J59	Learned		of	OTH	viewers of my work	I want viewers of my work to come away from it with the understanding that their reactions to racism are ultimately political choices over which they have control - whether or not they like the work or credit it for this understanding . ''	my work	work	CommonN	N	viewers	viewers	inanimate abstract	human	n	2	2	2	1	of	Inanim	Anim	N	74	7	2	0.0035	0.001	-2.455931956	-3	N	Non-press
2114	Frown	J59	Learned		s	BOD	Piper's mind	The ground-breaking /<hi Funk Lessons a question in Piper 's mind : Why are white people indifferent , even hostile , to soul music ?	Piper	Piper	ProperN	N	mind	mind	human	body part	g	1	1	1	1	of	Anim	Inanim	Y	79	28	2	0.014	0.001	-1.853871964	-3	N	Non-press
2115	Frown	J59	Learned		of	OTH	the serious political content of the performance	Having incorporated funk music into earlier politically oriented performances , Piper found that white audiences misunderstood her motives or attacked her use of this music as `` cheapening '' the serious political content of the performance .	the performance	performance	CommonN	Y	the serious political content	content	inanimate abstract	inanimate abstract	n	2	2	2	4	s	Inanim	Inanim	N	75	7	2	0.0035	0.001	-2.455931956	-3	Y	Non-press
2116	Frown	J59	Learned		of	OTH	the overt sexuality of that music	Such resistance , Piper suggests , is rooted in several areas : `` One problem has to do with the overt sexuality of that music - it talks about fucking , it talks about making love , it talks about bodies , and it 's very hard to assimilate that in a way that 's not threatening to white upper-middle-class culture .	that music	music	CommonN	N	the overt sexuality	sexuality	inanimate abstract	inanimate abstract	n	2	2	2	3	of	Inanim	Inanim	N	73	12	2	0.006	0.001	-2.22184875	-3	N	Non-press
2118	Frown	J59	Learned		of	OTH	the characteristics of funk dance and music	Piper distributed a bibliography and photocopied handouts that listed some of the characteristics of funk dance and music .	funk dance and music	dance	CommonN	N	the characteristics	characteristics	inanimate abstract	inanimate abstract	n	4	4	4	2	of	Inanim	Inanim	N	75	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Non-press
2119	Frown	J59	Learned		of	OTH	the structure of the	She then led the group in body isolation exercises , discussed the structure of the music , and practiced dance movements with musical accompaniment .	the	music	CommonN	N	the structure	structure	inanimate abstract	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	75	12	3	0.006	0.0015	-2.22184875	-2.823908741	N	Non-press
2120	Frown	J59	Learned		of	OTH	the mass-media suppression of working-class black culture	The video yields a level of meaning somewhat independent of but not unrelated to the performance - that of the mass-media suppression of working-class black culture and its comfortable , and profitable , appropriation by white artists . -RBR-	working-class black culture	culture	CommonN	N	the mass-media suppression	suppression	inanimate abstract	inanimate abstract	n	3	3	3	NA	of	Inanim	Inanim	N	76	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Non-press
2121	Frown	J62	Learned		of	OTH	the horrors of the First World War	Christopher Richard Wynne Nevinson -LBR- 1889-1946 -RBR- was among the first British artists to witness the horrors of the First World War .	the First World War	War	ProperN	N	the horrors	horrors	inanimate abstract	inanimate abstract	n	4	4	4	2	n	Inanim	Inanim	N	74	3	1	0.0015	0.0005	-2.823908741	-3.301029996	N	Non-press
2122	Frown	J62	Learned		of	OTH	the winter of 1914	A volunteer ambulance driver on the western front , Nevinson observed the suffering and carnage resulting from the new trench warfare in the winter of 1914-15 .	1914	1914	CommonN	N	the winter	winter	time	time	n	1	1	NA	2	of	Inanim	Inanim	N	73	8	2	0.004	0.001	-2.397940009	-3	N	Non-press
2123	Frown	J62	Learned		s	OTH	war-artists' program	He returned to the front in 1917 as a member of the British government 's official war-artists ' program .	war-artists	war-artists	CommonN	Y	program	program	human	inanimate abstract	n	1	1	NA	1	of	Anim	Inanim	N	74	2	5	0.001	0.0025	-3	-2.602059991	N	Non-press
2125	Frown	J62	Learned		s	OTH	Nevinson's further investigation	Since other contemporaneous paintings and photographs of Allied and enemy war dead were shown in London galleries and reproduced in the British press , the reason for the censorship of Nevinson 's further investigation .	Nevinson	Nevinson	ProperN	N	further investigation	investigation	human	inanimate abstract	g	1	1	NA	2	s	Anim	Inanim	N	73	30	1	0.015	0.0005	-1.8239087409999999	-3.301029996	Y	Non-press
2126	Frown	J62	Learned		of	OTH	the censorship of Nevinson 's further investigation	Since other contemporaneous paintings and photographs of Allied and enemy war dead were shown in London galleries and reproduced in the British press , the reason for the censorship of Nevinson 's further investigation .	Nevinson 's further investigation	investigation	CommonN	N	the censorship	censorship	inanimate abstract	inanimate abstract	n	4	4	NA	2	s	Inanim	Inanim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Non-press
2127	Frown	J62	Learned		of	OTH	the son of two eminent figures in British society	Nevinson was the son of two eminent figures in British society , the /<hi Manchester Guardian /< war correspondent Henry Woodd Nevison -LBR- 1856-1914 -RBR- and the suffragist writer Margaret Wynne Nevinson -LBR- 1860 ? -1932 -RBR- .	two eminent figures in British society	figures	CommonN	N	the son	son	inanimate abstract	human	n	6	6	6	2	of	Inanim	Anim	N	76	1	4	5e-4	0.002	-3.301029996	-2.698970004	N	Non-press
2128	Frown	J62	Learned		s	OTH	F. T. Marinetti's prewar visits	The progressive Nevinson household became involved in Futurist activities during F. T. Marinetti 's prewar visits to London .	F. T. Marinetti	Marinetti	ProperN	N	pre-war visits	visits	human	inanimate abstract	n	3	3	NANANA	2	of	Anim	Inanim	N	76	2	1	0.001	0.0005	-3	-3.301029996	N	Non-press
2129	Frown	J62	Learned		of	OTH	the warmongering rhetoric of earlier Italian manifestos	Although stopping short of the warmongering rhetoric of earlier Italian manifestos , the English proclamation , like its Italian counterparts , urged that society be cleansed of her ills , her tired platitudes , and long-worshiped traditions and extolled the virtues of sport , adventure , and the heroic instinct of discovery .	earlier Italian manifestos	manifestos	CommonN	Y	the warmongering rhetoric	rhetoric	inanimate abstract	inanimate abstract	n	3	3	3	3	s	Inanim	Inanim	N	77	2	2	0.001	0.001	-3	-3	Y	Non-press
2131	Frown	J62	Learned		of	OTH	the grisly results of aerial bombardment	His personal experience of the grisly results of aerial bombardment and automatic weaponry proved advantageous in producing early , innovative , modern images of the war .	aerial bombardment	bombardment	CommonN	N	the grisly results	results	inanimate abstract	inanimate abstract	n	2	2	2	3	of	Inanim	Inanim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
2132	Frown	J62	Learned		s	OTH	H. W. Nevinson's journal entry	H. W. Nevinson 's journal entry of October 25 , 1914 , however , indicates that his son was interested , even prior to visiting the front , in distancing himself from the Futurist movement .	H. W. Nevinson	Nevinson	ProperN	N	journal entry	entry	human	inanimate abstract	g	3	3	NANANA	2	of	Anim	Inanim	N	75	30	1	0.015	0.0005	-1.8239087409999999	-3.301029996	N	Non-press
2133	Frown	J62	Learned		of	OTH	the buoyant mood of marching French soldiers	One early image , /<hi Returning to the Trenches -LBR- fig. 2 -RBR- /< , of 1914 ? -15 , captures the buoyant mood of marching French soldiers , equipped with kits and bayonets .	marching French soldiers	soldiers	CommonN	Y	the buoyant mood	mood	human	inanimate abstract	n	3	3	3	3	s	Anim	Inanim	N	81	11	2	0.0055	0.001	-2.259637311	-3	Y	Non-press
